Date,Channel,Campaign Name,Campaign Type,Region,Device,Impressions,Clicks,Conversions,Cost,Revenue
2025-02-20,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,985,11,0,10.36,0.0
2025-02-03,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1642,21,0,20.82,0.0
2025-01-22,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,1616,30,0,46.0,0.0
2025-01-15,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,2493,57,1,110.48,127.92
2025-07-27,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1124,19,0,21.87,0.0
2025-04-08,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1850,31,0,33.21,0.0
2025-03-01,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,227,4,0,3.83,0.0
2025-03-17,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1170,20,0,23.52,0.0
2025-09-16,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,934,9,0,43.08,0.0
2025-03-31,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,1702,22,0,23.37,0.0
2025-09-13,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,2051,46,0,88.09,0.0
2025-05-30,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,854,13,0,18.71,0.0
2025-10-17,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Mobile,1016,4,0,-0.52,0.0
2025-07-17,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,640,3,0,6.73,0.0
2025-06-13,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2575,31,0,46.88,0.0
2025-12-30,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Mobile,1093,4,0,-0.92,0.0
2025-05-21,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2823,72,1,175.6,130.43
2025-06-19,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1740,48,1,68.64,164.36
2025-07-03,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,1395,18,0,37.14,0.0
2025-08-16,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2281,49,0,88.16,0.0
2025-06-09,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,825,10,0,2.43,0.0
2025-09-07,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Mobile,1163,7,0,10.18,0.0
2025-03-28,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,2247,37,1,23.8,177.4
2025-08-20,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,609,7,0,6.76,0.0
2025-09-17,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Mobile,2071,63,0,123.64,0.0
2025-01-21,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Tablet,2596,83,1,184.37,141.94
2025-11-24,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,2804,28,0,30.7,0.0
2025-09-22,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,690,4,0,18.34,0.0
2025-03-12,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1485,28,0,65.76,0.0
2025-04-27,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,782,3,0,2.93,0.0
2025-09-01,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1430,33,0,65.08,0.0
2025-04-26,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,891,7,0,34.59,0.0
2025-05-04,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,1679,18,0,27.71,0.0
2025-08-03,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Desktop,989,12,0,-2.69,0.0
2025-08-16,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,930,14,0,21.44,0.0
2025-09-23,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Desktop,1424,24,0,47.22,0.0
2025-07-17,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Desktop,1924,46,0,73.71,0.0
2025-05-19,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Mobile,1344,12,0,55.81,0.0
2025-10-23,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Tablet,815,4,0,21.14,0.0
2025-03-03,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,934,14,0,21.96,0.0
2025-03-27,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1153,13,0,10.05,0.0
2025-07-31,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1350,32,0,73.18,0.0
2025-05-14,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Mobile,797,4,0,1.08,0.0
2025-10-10,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,1411,42,0,96.44,0.0
2025-09-07,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,772,12,0,20.86,0.0
2025-01-18,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Desktop,1156,4,0,2.52,0.0
2025-09-06,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1806,31,0,36.75,0.0
2025-02-27,YouTube,YouTube - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1058,5,0,4.89,0.0
2025-04-17,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,1385,21,0,17.47,0.0
2025-01-13,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,1035,12,0,3.29,0.0
2025-05-06,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1211,39,0,99.13,0.0
2025-12-11,Facebook,Facebook - Retargeting - No,Retargeting,North America,Mobile,1774,10,0,9.45,0.0
2025-06-14,YouTube,YouTube - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1121,4,0,-1.46,0.0
2025-12-03,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,919,8,0,36.14,0.0
2025-07-05,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2337,45,0,102.04,0.0
2025-03-18,YouTube,YouTube - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1820,4,0,0.56,0.0
2025-04-13,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1131,12,0,9.38,0.0
2025-01-23,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1401,18,0,16.03,0.0
2025-12-07,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1694,17,0,26.71,0.0
2025-11-01,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Mobile,1454,13,0,65.3,0.0
2025-01-29,Email,Email - Lead Generation - No,Lead Generation,North America,Mobile,1446,44,0,26.73,0.0
2025-04-04,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,2239,50,3,105.88,434.55
2025-06-21,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Tablet,632,3,0,2.84,0.0
2025-06-02,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,2208,35,1,49.49,154.76
2025-05-19,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Mobile,3716,94,1,225.55,158.91
2025-12-16,Email,Email - Retargeting - LA,Retargeting,LATAM,Mobile,429,18,1,17.33,135.1
2025-04-05,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Tablet,1072,8,0,32.26,0.0
2025-11-26,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1612,29,0,42.7,0.0
2025-10-24,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1189,10,0,49.42,0.0
2025-04-11,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Tablet,2730,70,4,145.1,279.04
2025-08-21,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,2760,51,1,90.63,123.96
2025-12-18,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Mobile,1376,10,0,40.28,0.0
2025-09-16,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1552,36,2,58.35,364.58
2025-02-10,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1138,8,0,34.94,0.0
2025-12-05,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1081,22,0,57.61,0.0
2025-12-01,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Desktop,1290,40,0,87.71,0.0
2025-12-29,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1536,16,0,13.61,0.0
2025-04-19,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,630,4,0,6.21,0.0
2025-02-16,YouTube,YouTube - Retargeting - No,Retargeting,North America,Mobile,1053,6,0,-4.63,0.0
2025-11-13,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2580,40,0,56.47,0.0
2025-03-17,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Desktop,1733,8,0,37.25,0.0
2025-05-28,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1213,26,1,56.48,148.9
2025-09-23,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,1780,16,0,29.98,0.0
2025-10-13,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,2776,49,2,59.06,332.63
2025-03-12,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Mobile,1222,21,0,20.18,0.0
2025-11-19,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,1268,15,0,15.53,0.0
2025-11-07,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,2197,28,0,37.95,0.0
2025-12-17,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,1853,47,2,81.63,288.39
2025-07-20,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,1291,30,0,55.81,0.0
2025-08-29,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Mobile,903,3,0,3.04,0.0
2025-01-09,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2005,29,0,36.62,0.0
2025-12-16,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,961,16,0,26.48,0.0
2025-02-22,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1176,12,0,6.75,0.0
2025-07-08,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,803,8,0,7.11,0.0
2025-03-12,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Tablet,1490,36,0,40.34,0.0
2025-10-18,YouTube,YouTube - Retargeting - Eu,Retargeting,Europe,Mobile,1154,6,0,10.78,0.0
2025-09-10,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Mobile,1101,8,0,33.92,0.0
2025-11-03,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Desktop,593,4,0,16.05,0.0
2025-02-28,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2093,44,0,86.59,0.0
2025-03-13,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2331,34,0,38.06,0.0
2025-11-28,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,1402,23,0,29.12,0.0
2025-02-05,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Tablet,926,15,0,29.27,0.0
2025-09-19,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,2563,86,4,134.03,599.3
2025-06-13,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2222,57,1,142.96,198.39
2025-11-22,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2599,44,0,75.5,0.0
2025-08-22,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,2180,23,1,24.29,140.62
2025-06-22,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Desktop,999,4,0,1.95,0.0
2025-06-30,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Desktop,961,7,0,33.04,0.0
2025-03-31,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,294,3,0,3.93,0.0
2025-12-02,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Tablet,828,13,0,19.52,0.0
2025-07-17,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Desktop,694,6,0,28.52,0.0
2025-06-23,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,1093,12,0,18.49,0.0
2025-06-25,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1734,27,0,40.68,0.0
2025-11-24,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Mobile,1160,9,0,40.88,0.0
2025-09-03,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,1979,47,0,93.37,0.0
2025-03-29,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,784,3,0,0.18,0.0
2025-04-19,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Tablet,2698,63,0,127.34,0.0
2025-05-15,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,3169,64,1,168.16,154.93
2025-05-18,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1851,28,0,23.45,0.0
2025-10-29,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,2837,80,2,180.19,319.18
2025-05-13,Email,Email - Retargeting - As,Retargeting,Asia Pacific,Desktop,938,33,1,-28.26,163.48
2025-06-14,Email,Email - Lead Generation - No,Lead Generation,North America,Tablet,884,26,0,-20.68,0.0
2025-05-09,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,906,8,0,12.31,0.0
2025-12-20,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2069,41,0,35.06,0.0
2025-06-09,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,828,6,0,4.52,0.0
2025-10-30,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,2240,58,0,72.51,0.0
2025-03-10,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Desktop,1015,11,0,18.54,0.0
2025-06-17,LinkedIn,LinkedIn - Retargeting - LA,Retargeting,LATAM,Desktop,728,7,0,38.66,0.0
2025-01-11,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,1035,16,0,30.91,0.0
2025-10-03,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,373,4,0,4.17,0.0
2025-02-21,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,450,4,0,6.53,0.0
2025-04-13,YouTube,YouTube - Conversion - Eu,Conversion,Europe,Desktop,949,4,0,-0.59,0.0
2025-07-15,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1834,27,1,66.76,187.26
2025-08-01,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Tablet,846,5,0,23.06,0.0
2025-11-10,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,822,9,0,18.5,0.0
2025-09-06,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2174,68,1,130.8,163.35
2025-09-24,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1157,9,0,11.9,0.0
2025-12-06,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,2038,38,1,61.74,159.3
2025-05-08,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Mobile,1096,12,0,25.89,0.0
2025-05-04,Email,Email - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,962,34,0,-19.52,0.0
2025-09-28,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1833,23,0,32.99,0.0
2025-11-22,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,2398,53,1,157.3,174.9
2025-09-03,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Tablet,893,7,0,12.98,0.0
2025-01-10,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,2407,60,1,113.64,172.03
2025-10-24,Instagram,Instagram - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,825,10,0,4.79,0.0
2025-06-05,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Desktop,1118,6,0,27.83,0.0
2025-06-28,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,841,10,0,12.35,0.0
2025-02-12,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2081,37,0,36.91,0.0
2025-08-29,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Desktop,1038,4,0,0.31,0.0
2025-12-26,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Tablet,1242,17,0,15.28,0.0
2025-01-15,YouTube,YouTube - Conversion - Eu,Conversion,Europe,Desktop,1366,4,0,4.16,0.0
2025-02-21,Email,Email - Retargeting - As,Retargeting,Asia Pacific,Mobile,525,21,1,18.83,216.24
2025-12-03,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,2095,47,0,95.72,0.0
2025-11-27,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Mobile,2284,70,4,145.41,649.77
2025-03-30,Instagram,Instagram - Lead Generation - Eu,Lead Generation,Europe,Mobile,654,6,0,12.91,0.0
2025-07-14,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,1353,19,1,28.28,169.9
2025-04-22,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,1144,14,0,14.41,0.0
2025-02-22,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Desktop,724,6,0,4.51,0.0
2025-11-15,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1275,32,0,67.65,0.0
2025-02-18,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,676,5,0,21.66,0.0
2025-11-26,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2841,45,0,39.48,0.0
2025-02-14,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,451,5,0,21.88,0.0
2025-02-06,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,944,12,0,1.5,0.0
2025-09-07,YouTube,YouTube - Conversion - No,Conversion,North America,Mobile,1171,8,0,4.51,0.0
2025-03-07,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2864,82,2,229.58,254.23
2025-11-07,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,926,8,0,15.94,0.0
2025-12-04,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1074,22,0,28.34,0.0
2025-08-28,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,1101,9,0,3.79,0.0
2025-12-02,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,1258,15,0,17.86,0.0
2025-02-24,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2206,33,0,30.81,0.0
2025-08-25,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1810,49,1,134.25,170.87
2025-03-20,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,1445,38,2,84.21,423.43
2025-02-02,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,2049,66,1,152.45,227.43
2025-09-28,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Mobile,854,5,0,22.37,0.0
2025-08-14,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,1056,9,0,10.84,0.0
2025-11-15,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1031,14,0,11.63,0.0
2025-04-10,YouTube,YouTube - Retargeting - Eu,Retargeting,Europe,Desktop,973,3,0,1.45,0.0
2025-05-16,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Desktop,1153,11,0,20.7,0.0
2025-12-29,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,1823,46,0,124.38,0.0
2025-06-11,Email,Email - Retargeting - No,Retargeting,North America,Tablet,752,26,1,-10.42,181.75
2025-10-13,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,1731,30,0,36.09,0.0
2025-12-16,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Tablet,1870,38,0,93.26,0.0
2025-09-15,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1510,26,0,56.03,0.0
2025-04-02,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,504,6,0,13.67,0.0
2025-01-24,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1112,15,0,12.52,0.0
2025-12-29,Email,Email - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,924,28,0,1.37,0.0
2025-06-25,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1673,24,0,52.87,0.0
2025-04-09,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Desktop,1147,7,0,30.56,0.0
2025-05-02,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1206,8,0,41.79,0.0
2025-03-07,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1338,11,0,62.91,0.0
2025-12-31,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2350,34,0,72.55,0.0
2025-05-26,Email,Email - Lead Generation - Eu,Lead Generation,Europe,Desktop,1245,34,0,-6.86,0.0
2025-12-22,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Mobile,1172,6,0,5.83,0.0
2025-08-12,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1688,24,1,37.15,187.37
2026-01-02,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,1259,13,0,7.98,0.0
2025-05-10,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Desktop,2190,26,0,39.64,0.0
2025-12-16,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Mobile,1585,20,0,44.15,0.0
2025-12-25,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1934,33,1,59.07,126.98
2025-01-14,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1830,53,1,122.39,158.97
2025-12-12,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,862,13,0,13.59,0.0
2025-11-04,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Mobile,794,4,0,19.54,0.0
2025-03-30,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1682,55,0,147.32,0.0
2025-08-27,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Mobile,815,6,0,28.74,0.0
2025-01-08,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Desktop,1232,5,0,5.77,0.0
2025-01-14,LinkedIn,LinkedIn - Retargeting - No,Retargeting,North America,Desktop,1265,11,0,57.79,0.0
2025-10-13,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,2062,24,0,44.64,0.0
2025-06-06,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Mobile,1300,13,0,64.89,0.0
2025-09-04,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,2255,42,1,38.85,156.12
2025-09-16,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,1806,23,0,26.5,0.0
2025-06-03,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,2109,39,2,68.54,263.62
2025-04-19,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2491,45,0,56.05,0.0
2025-07-30,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,1320,28,0,76.06,0.0
2025-05-24,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,1341,10,0,47.95,0.0
2025-10-04,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,2475,66,1,117.97,128.71
2025-10-01,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Desktop,1000,8,0,38.06,0.0
2025-02-25,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1195,10,0,17.88,0.0
2025-08-09,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2189,68,1,101.08,145.55
2025-11-26,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1694,22,0,47.38,0.0
2025-06-06,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,2114,19,0,37.46,0.0
2025-01-17,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,1074,26,0,20.09,0.0
2025-04-10,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1347,41,1,75.69,141.02
2025-04-14,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Desktop,670,3,0,13.68,0.0
2025-12-12,Email,Email - Lead Generation - Eu,Lead Generation,Europe,Mobile,574,18,0,2.41,0.0
2025-10-14,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Desktop,568,4,0,20.71,0.0
2025-03-17,LinkedIn,LinkedIn - Lead Generation - LA,Lead Generation,LATAM,Mobile,1179,13,0,62.02,0.0
2025-06-19,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,978,12,0,11.97,0.0
2025-01-21,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2843,36,0,17.98,0.0
2025-04-26,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Desktop,900,7,0,27.72,0.0
2025-06-08,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,2770,54,1,99.2,159.53
2025-04-18,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,907,7,0,27.21,0.0
2025-10-11,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Tablet,766,6,0,1.42,0.0
2025-03-31,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,985,21,0,49.51,0.0
2025-05-18,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Mobile,1657,13,0,61.18,0.0
2025-05-17,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2358,61,1,122.16,154.0
2025-08-14,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Mobile,632,4,0,18.54,0.0
2025-02-26,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Desktop,659,7,0,8.45,0.0
2025-02-18,Google Ads,Google Ads - Brand Awareness - No,Brand Awareness,North America,Tablet,1861,37,0,77.74,0.0
